Bug ID,Actual result,Assignee,Bug title,Category,Date fixed,Environment,Expected result,Git branch ID,Notes,Page/Feature,Priority,Reported at,Reporter,Reproducibility,Screenshot,Severity,Status,Steps to reproduce
KYPRO-68 -,"http://kyozo.com member credentials successfully authenticate to http://pro.kyozo.com. The Communities dashboard lists all communities the user belongs to. Clicking into any community grants full admin access:
- Audience: full member list with names and email addresses (PII)
- Broadcast: can send messages to all community members
- Feed: can post text, images, audio, video on behalf of the community
- Integrations: can import/export member data
- Settings: can modify community configuration
- Guestlist, RSVP, Schedule, Inbox: full read/write access

Confirmed with mailto:ana+hulkuser@kyozo.com: posted images (including defacement-style content) to Ashok@Kyozo's feed; accessed full admin panel of QA Test Community New after being manually imported as a Member.",Ashok,http://kyozo.com member-level accounts gain full admin access to http://pro.kyozo.com — no role boundary between member and admin,Security,,http://kyozo.com + http://pro.kyozo.com — Chrome,"http://pro.kyozo.com should only be accessible to community owners and explicitly granted admins. A user with 'Member' role on http://kyozo.com should be denied access to http://pro.kyozo.com entirely, or at minimum should have no admin capabilities — they should not see other members' PII, be able to broadcast, post to the feed, access integrations, or modify settings.",,"This is a critical privilege escalation vulnerability. There is no role enforcement between the member-facing platform (http://kyozo.com) and the admin platform (http://pro.kyozo.com) — they share the same auth system with no role-based access control at the platform boundary.

Combined with KYPRO-65 (any authenticated http://pro.kyozo.com user can access any community via URL slug), the full attack chain is:
1. Sign up on http://kyozo.com (free, public)
2. Log into http://pro.kyozo.com with the same credentials
3. Navigate to http://pro.kyozo.com/<any-community-slug>
4. Gain full admin access to any community on the platform

This affects every community on the platform. Severity is effectively Critical despite tracker maximum of High. Requires immediate platform-level fix: enforce role-based access control at the http://pro.kyozo.com authentication boundary.",http://pro.kyozo.com — Authentication / Authorization,Critical,"April 9, 2026 6:07 PM",Anastasia Starko,Always,https://www.loom.com/share/3478ca6ea89743bfb1cdc9fa09094289,Critical,Fixed,"1. Create or use an existing account on http://kyozo.com by signing up on any community page (e.g. http://kyozo.com/ashok-kyozo) — the account has 'Member' role only
2. Navigate to http://pro.kyozo.com and sign in with those same credentials
3. Observe the Communities dashboard
4. Click into any community the account belongs to
5. Navigate to Audience, Broadcast, Feed, Integrations, Settings

Variant — membership via manual import:
1. Community admin manually imports a http://kyozo.com account as a member via Import Members
2. That account signs into http://pro.kyozo.com with their http://kyozo.com credentials
3. The imported community appears in their Communities list with full admin access"
KYPRO-69,"When an existing http://kyozo.com account signs IN (as opposed to signing UP) on a community page, the user is NOT added to that community's audience. The user remains invisible to the community admin and must be manually imported to appear in the Audience list. This behaviour is inconsistent with the sign-up flow, where a new user who signs up on a community page IS automatically added to the audience.",Ashok,Signing into a http://kyozo.com community page as an existing user does not enroll the user in the community audience,Functional,,Production,Authenticating on a community's public page (sign-in or sign-up) should enroll the user as a member of that community. The user should appear in the Audience list in http://pro.kyozo.com immediately after signing in.,,"Confirmed with mailto:ana+hulkuser@kyozo.com signing into http://kyozo.com/qa-test-community-new — user was absent from the QA Test Community New audience. Contrast: ana+kyozouser who signed UP on http://kyozo.com/ashok-kyozo was automatically added to Ashok@Kyozo's audience. Related to KYPRO-68: despite not being in the audience, ana+hulkuser still gained full admin access to http://pro.kyozo.com after being manually imported — the enrollment bug compounds the auth boundary issue.",http://kyozo.com community sign-in / Audience enrollment,Medium,"April 9, 2026 6:09 PM",Anastasia Starko,Always,https://www.loom.com/share/4e4197f064214bb79b6178302fd54427,Medium,New,"1. Ensure a http://kyozo.com account already exists (e.g. mailto:ana+hulkuser@kyozo.com).
2. Navigate to a http://kyozo.com community page (e.g. http://kyozo.com/qa-test-community-new).
3. Click Sign In (not Sign Up) and log in with the existing account credentials.
4. In http://pro.kyozo.com, open the same community and check the Audience list.
5. Observe that the signed-in user does not appear in the audience."
KYPRO-70,"Attendees who purchased multiple ticket types are imported as separate, duplicate audience entries — one per ticket type. For example, an attendee registered for both 'General Admission' and 'Second category' appears twice in the audience with the same name and email. In a test with 16 Eventbrite rows (13 unique attendees), all 16 rows were imported, resulting in 3 duplicate audience entries.

Further investigation confirmed the impact goes beyond the Audience list view: each duplicate row creates a genuine duplicate community membership. Affected profiles (testuser2, testuser9, testuser11) all show 'Member of 2 Communities' — both entries being the exact same community (t1 @t1). This means duplicated users will receive broadcasts twice, count twice in member stats, and appear twice in guestlists.",Ashok,Eventbrite import creates duplicate audience entries for attendees with multiple ticket types,Functional,,Production,"Each unique attendee (identified by email address) should appear as a single audience entry. If they purchased multiple ticket types, this could be represented via tags or notes, but they should not be duplicated as separate members.",,"Confirmed during happy path testing of Eventbrite import on community t1. Duplicates observed: mailto:testuser9@gmail.com (x2), mailto:testuser11@gmail.com (x2), mailto:testuser2@gmail.com (x2). The ticket type is stored in the Notes column in the preview — deduplication by email with merged notes would be the expected behaviour.

Follow-up check on member profiles confirmed each duplicate Audience row results in a separate community membership record. The 'Communities' stat on each affected profile shows 2, with 'Member of 2 Communities' listing t1 @t1 twice. This elevates the bug to Critical — duplicate memberships cause real data integrity issues beyond cosmetic duplication.",Audience / Eventbrite Import,Critical,"April 9, 2026 6:42 PM",Anastasia Starko,Always,"Kyozo%20Pro%20QA%20Bug%20Tracker/image%201.png, Kyozo%20Pro%20QA%20Bug%20Tracker/image%202.png",Critical,New,"1. In http://pro.kyozo.com, open a community and click Import Members.
2. Select Eventbrite and enter a valid Private API Token.
3. Click Load Events and select an event that has at least one attendee registered under multiple ticket types.
4. Click Fetch Attendees — observe the preview table shows the same attendee (same name + email) on multiple rows, one per ticket type.
5. Click Import 16 Members.
6. After import completes, check the Audience list."
KYPRO-71,"Submitting with an empty token triggers the same error as an invalid token: 'The OAuth token you provided was invalid.' There is no distinction between a missing token and a wrong token, which is confusing for users who may not realise they forgot to enter anything.",,Eventbrite token field accepts empty submission and shows misleading OAuth error instead of required field validation,UX,,Production,The form should validate that the field is not empty and display a 'This field is required' (or equivalent) message. The Load Events button could also be disabled until a token is entered.,,Confirmed during negative testing of the Eventbrite import flow on community t1.,Audience / Eventbrite Import — Connect Eventbrite screen,Low,"April 9, 2026 6:55 PM",Anastasia Starko,Always,,Low,Invalid,"1. Open Import Members → select Eventbrite.
2. Leave the Private API Token field empty.
3. Click Load Events."
KYPRO-73,"Both 'Import X' (top right) and 'Import X Members' (bottom) trigger the same import action. Both update their count correctly when rows are deleted from the preview, but they are functionally identical and duplicated.",Ashok,Eventbrite import preview has two redundant 'Import' buttons that trigger the same action,UX,,Production,A single import action is sufficient. Having two buttons for the same action is redundant and adds unnecessary visual noise to the UI.,,Confirmed during happy path and delete-before-import testing on community t1. The same redundancy may exist in the CSV and Excel import preview screens — worth checking for consistency.,Audience / Eventbrite Import — Preview screen,Low,"April 9, 2026 6:55 PM",Anastasia Starko,Always,Kyozo%20Pro%20QA%20Bug%20Tracker/Screenshot_2026-04-09_at_7.16.59_PM.png,Low,New,"1. Complete the Eventbrite token + event selection flow and click Fetch Attendees.
2. On the preview screen, observe there are two import buttons: 'Import X' in the top-right header area and 'Import X Members' at the bottom of the list."
KYPRO-72,Both '← Back to sources' and the 'Back' button navigate to exactly the same place: the source picker screen (CSV / Excel / Eventbrite / Manual Entry). They are fully redundant.,Ashok,Eventbrite import flow has redundant navigation: 'Back' button and 'Back to sources' link perform identical actions,UX,,Production,"There should be a single, clear navigation element to go back. Having two controls for the same action creates visual clutter and may confuse users about whether they do different things.",,"Confirmed during negative testing on community t1. Consider removing the 'Back' button and keeping only the '← Back to sources' breadcrumb-style link, which is more consistent with the rest of the modal flow.",Audience / Eventbrite Import — Connect Eventbrite screen,Low,"April 9, 2026 6:55 PM",Anastasia Starko,Always,Kyozo%20Pro%20QA%20Bug%20Tracker/image.png,Low,New,"1. Open Import Members → select Eventbrite.
2. On the 'Connect Eventbrite' screen, observe the two navigation elements: '← Back to sources' link at the top and a 'Back' button next to 'Load Events'.
3. Click either one."
,,,,,,,,,,,,"April 13, 2026 9:31 AM",,,,,,
KYPRO-74,"Progress bar advances approximately 1% per 10 seconds, projecting ~17 minutes total for 1,001 records. The importer appears to be making one sequential API call per contact rather than batching.",Ashok,"Bulk CSV import extremely slow — ~17 min for 1,001 rows (sequential API calls)",Performance,,Production,Import completes within a few seconds using batch API calls; progress bar advances quickly to 100%,,"Progress indicator UI works correctly (spinner + % counter + 'do not close' message). Test was aborted after ~25 seconds at 2% to avoid polluting test data. A small number of rows (User141, User142) were partially imported before cancellation. Root cause is likely N+1 API calls instead of a batch endpoint.",Integrations > Import > CSV File,High,"April 14, 2026 3:19 PM",,Always,,High,New,"1. Go to a community's Audience tab on http://pro.kyozo.com
2. Click Import Members → CSV File
3. Upload a CSV with 1,001 rows of valid name/email data
4. Click ""Import 1001 Members""
5. Observe the progress bar"
KYPRO-77,"Invite is dispatched without error. The invalid text is embedded in the WhatsApp share URL (phone=notaphone), which will fail silently for the recipient.",,WhatsApp invite accepts any text as phone number — no format validation,Functional,,http://pro.kyozo.com,Validation error shown — phone number must be in a valid international format (digits + country code).,,,Invite Member modal,Medium,"April 15, 2026 1:57 PM",,Always,,Medium,New,"1. Open Invite Member modal.
2. Select WhatsApp channel.
3. Enter invalid text (e.g. ""notaphone"") in the Phone Number field.
4. Fill in First Name and Last Name.
5. Click Send Invite."
KYPRO-76,The join page flashes briefly then the user is immediately redirected to the Kyozo homepage. New members cannot accept the invite or join the community.,,Invite link immediately redirects unauthenticated users to homepage,Functional,,http://pro.kyozo.com,"Unauthenticated user sees the join form, fills in their details, and successfully joins the community.",,,Invite join page (/join),Critical,"April 15, 2026 1:57 PM",,Always,,Critical,New,"1. Admin sends a WhatsApp or email invite from Audience > Invite Member.
2. Recipient opens the invite link while not logged in.
3. Observe page behaviour."
KYPRO-75,"Button text is a dark/muted shade on a dark purple background, making it nearly invisible. Fails WCAG contrast requirements.",,"Invite landing page — ""Join"" button text has poor contrast",Accessibility,,http://pro.kyozo.com,Button label is clearly legible — sufficient contrast between text and background colour.,,,Invite join page (/join),Medium,"April 15, 2026 1:57 PM",,Always,,Medium,New,"1. Open Invite Member modal in Audience page.
2. Send a WhatsApp invite.
3. Open the generated invite link.
4. Observe the ""Join [Community Name]"" button."
